# Matter power spectrum P(k) at redshift z=4
# for k=1.0969e-05 to 218.908 h/Mpc,
# number of wavenumbers equal to 595
#    1:k (h/Mpc)              2:P (Mpc/h)^3        
       4.840366201971e-02       6.740899112350e+02 
       4.907649043405e-02       6.657612331923e+02 
       4.975367459674e-02       6.577203964935e+02 
       5.043537081486e-02       6.499746047525e+02 
       5.112173243845e-02       6.424982297564e+02 
       5.181291013972e-02       6.352950547072e+02 
       5.250905217143e-02       6.283486715760e+02 
       5.321030460638e-02       6.216521958289e+02 
       5.391681155968e-02       6.151894102933e+02 
       5.462871539508e-02       6.089530696757e+02 
       5.534615691701e-02       6.029313071830e+02 
       5.606927554935e-02       5.971080836513e+02 
       5.679820950211e-02       5.914704072146e+02 
       5.753309592701e-02       5.860023277844e+02 
       5.827407106296e-02       5.806899400500e+02 
       5.902127037216e-02       5.755177581521e+02 
       5.977482866757e-02       5.704691264735e+02 
       6.053488023263e-02       5.655235204018e+02 
       6.130155893359e-02       5.606665050441e+02 
       6.207499832521e-02       5.558806285806e+02 
       6.285533175027e-02       5.511464602601e+02 
       6.364269243341e-02       5.464443925096e+02 
       6.443721356965e-02       5.417595961788e+02 
       6.523902840810e-02       5.370707670668e+02 
       6.604827033112e-02       5.323624458570e+02 
       6.686507292931e-02       5.276156896853e+02 
       6.768957007262e-02       5.228137444620e+02 
       6.852189597788e-02       5.179394694092e+02 
       6.936218527295e-02       5.129782682752e+02 
       7.021057305780e-02       5.079140944418e+02 
       7.106719496263e-02       5.027339614659e+02 
       7.193218720333e-02       4.974243794181e+02 
       7.280568663443e-02       4.919736066064e+02 
       7.368783079963e-02       4.863744107521e+02 
       7.457875798024e-02       4.806156846225e+02 
       7.547860724140e-02       4.746929293320e+02 
       7.638751847653e-02       4.686018402260e+02 
       7.730563244986e-02       4.623395809954e+02 
       7.823309083734e-02       4.559061339469e+02 
       7.917003626588e-02       4.493048534871e+02 
       8.011661235116e-02       4.425394057384e+02 
       8.107296373400e-02       4.356167833822e+02 
       8.203923611538e-02       4.285460942172e+02 
       8.301557629029e-02       4.213385768821e+02 
       8.400213218032e-02       4.140069145910e+02 
       8.499905286519e-02       4.065675583097e+02 
       8.600648861320e-02       3.990378616508e+02 
       8.702459091074e-02       3.914375385304e+02 
       8.805351249081e-02       3.837855372510e+02 
       8.909340736074e-02       3.761085740606e+02 
       9.014443082896e-02       3.684249605817e+02 
       9.120673953112e-02       3.607629156244e+02 
       9.228049145540e-02       3.531450204475e+02 
       9.336584596711e-02       3.455981723666e+02 
       9.446296383264e-02       3.381464098151e+02 
       9.557200724288e-02       3.308142355532e+02 
       9.669313983590e-02       3.236272300485e+02 
       9.782652671922e-02       3.166073730818e+02 
       9.897233449153e-02       3.097768716323e+02 
       1.001307312639e-01       3.031561018796e+02 
       1.013018866804e-01       2.967621708744e+02 
       1.024859719390e-01       2.906120642147e+02 
       1.036831598108e-01       2.847188944007e+02 
       1.048936246604e-01       2.790941483301e+02 
       1.061175424646e-01       2.737457197904e+02 
       1.073550908320e-01       2.686787307433e+02 
       1.086064490212e-01       2.638964458558e+02 
       1.098717979600e-01       2.593960987607e+02 
       1.111513202630e-01       2.551751523297e+02 
       1.124452002505e-01       2.512236820662e+02 
       1.137536239660e-01       2.475339418993e+02 
       1.150767791943e-01       2.440901884814e+02 
       1.164148554796e-01       2.408759633303e+02 
       1.177680441428e-01       2.378714887109e+02 
       1.191365383000e-01       2.350533350678e+02 
       1.205205328796e-01       2.323971092844e+02 
       1.219202246406e-01       2.298754255231e+02 
       1.233358121908e-01       2.274582787933e+02 
       1.247674960041e-01       2.251152163879e+02 
       1.262154784397e-01       2.228151164846e+02 
       1.276799637599e-01       2.205255754223e+02 
       1.291611581492e-01       2.182150696621e+02 
       1.306592697330e-01       2.158529387415e+02 
       1.321745085970e-01       2.134111881922e+02 
       1.337070868071e-01       2.108620065412e+02 
       1.352572184290e-01       2.081847755251e+02 
       1.368251195489e-01       2.053589998058e+02 
       1.384110082948e-01       2.023709888930e+02 
       1.400151048573e-01       1.992112634245e+02 
       1.416376315125e-01       1.958764128258e+02 
       1.432788126441e-01       1.923685125067e+02 
       1.449388747672e-01       1.886959946896e+02 
       1.466180465522e-01       1.848723437420e+02 
       1.483165588498e-01       1.809167169485e+02 
       1.500346447167e-01       1.768532211298e+02 
       1.517725394423e-01       1.727097927264e+02 
       1.535304805762e-01       1.685181947411e+02 
       1.553087079567e-01       1.643122634324e+02 
       1.571074637407e-01       1.601271030240e+02 
       1.589269924342e-01       1.559980939512e+02 
       1.607675409244e-01       1.519597616571e+02 
       1.626293585127e-01       1.480447641324e+02 
       1.645126969494e-01       1.442825171895e+02 
       1.664178104695e-01       1.406988923389e+02 
       1.683449558301e-01       1.373145869497e+02 
       1.702943923491e-01       1.341451026715e+02 
       1.722663819457e-01       1.312003749805e+02 
       1.742611891826e-01       1.284838795326e+02 
       1.762790813099e-01       1.259924711903e+02 
       1.783203283105e-01       1.237172558693e+02 
       1.803852029478e-01       1.216430328727e+02 
       1.824739808153e-01       1.197492378751e+02 
       1.845869403884e-01       1.180102833091e+02 
       1.867243630778e-01       1.163963658225e+02 
       1.888865332854e-01       1.148749634962e+02 
       1.910737384634e-01       1.134114285816e+02 
       1.932862691740e-01       1.119824325427e+02 
       1.955244191537e-01       1.105504741905e+02 
       1.977884853783e-01       1.090735248103e+02 
       2.000787681320e-01       1.075224544487e+02 
       2.023955710787e-01       1.058735761298e+02 
       2.047392013365e-01       1.041099826203e+02 
       2.071099695544e-01       1.022228981656e+02 
       2.095081899940e-01       1.002122596878e+02 
       2.119341806119e-01       9.808644520843e+01 
       2.143882631479e-01       9.586189659872e+01 
       2.168707632153e-01       9.356194378368e+01 
       2.193820103951e-01       9.121471354825e+01 
       2.219223383340e-01       8.885136372713e+01 
       2.244920848465e-01       8.650379475438e+01 
       2.270915920209e-01       8.420316651574e+01 
       2.297212063293e-01       8.197766894046e+01 
       2.323812787420e-01       7.985166653134e+01 
       2.350721648469e-01       7.784488048616e+01 
       2.377942249726e-01       7.597114887683e+01 
       2.405478243169e-01       7.423840215491e+01 
       2.433333330804e-01       7.264760881754e+01 
       2.461511266052e-01       7.119367936073e+01 
       2.490015855182e-01       6.986439257700e+01 
       2.518850958811e-01       6.864137808555e+01 
       2.548020493455e-01       6.750055131244e+01 
       2.577528433139e-01       6.641593146651e+01 
       2.607378811073e-01       6.535935490321e+01 
       2.637575721387e-01       6.430333981466e+01 
       2.668123320937e-01       6.322468603636e+01 
       2.699025831178e-01       6.210389793768e+01 
       2.730287540109e-01       6.092864962996e+01 
       2.761912804292e-01       5.969313242723e+01 
       2.793906050948e-01       5.839855757863e+01 
       2.826271780137e-01       5.705283753574e+01 
       2.859014567017e-01       5.566975427941e+01 
       2.892139064192e-01       5.426834861002e+01 
       2.925650004150e-01       5.287041409473e+01 
       2.959552201797e-01       5.149905219138e+01 
       2.993850557086e-01       5.017583684690e+01 
       3.028550057750e-01       4.891823642236e+01 
       3.063655782144e-01       4.773791218067e+01 
       3.099172902189e-01       4.663950817154e+01 
       3.135106686447e-01       4.562088829684e+01 
       3.171462503301e-01       4.467390777387e+01 
       3.208245824271e-01       4.378653078941e+01 
       3.245462227460e-01       4.294346295773e+01 
       3.283117401135e-01       4.212822966347e+01 
       3.321217147457e-01       4.132418180417e+01 
       3.359767386358e-01       4.051598376143e+01 
       3.398774159576e-01       3.969203522857e+01 
       3.438243634858e-01       3.884529894475e+01 
       3.478182110334e-01       3.797473778482e+01 
       3.518596019074e-01       3.708527987205e+01 
       3.559491933834e-01       3.618609559658e+01 
       3.600876572003e-01       3.528888142074e+01 
       3.642756800760e-01       3.440585000700e+01 
       3.685139642453e-01       3.354816625040e+01 
       3.728032280205e-01       3.272501413437e+01 
       3.771442063771e-01       3.194289711374e+01 
       3.815376515643e-01       3.120427936850e+01 
       3.859843337434e-01       3.050701431525e+01 
       3.904850416542e-01       2.984460102149e+01 
       3.950405833110e-01       2.920745264688e+01 
       3.996517867313e-01       2.858509895769e+01 
       4.043195006967e-01       2.796867131657e+01 
       4.090445955496e-01       2.735187957178e+01 
       4.138279640274e-01       2.673125752050e+01 
       4.186705221354e-01       2.610620895655e+01 
       4.235732100615e-01       2.547890455919e+01 
       4.285369931351e-01       2.485442913416e+01 
       4.335628628325e-01       2.423971086686e+01 
       4.386518378313e-01       2.364156239181e+01 
       4.438049651176e-01       2.306469131515e+01 
       4.490233211485e-01       2.251083686751e+01 
       4.543080130732e-01       2.197943150544e+01 
       4.596601800167e-01       2.146825911021e+01 
       4.650809944303e-01       2.097376445797e+01 
       4.705716635122e-01       2.049113225022e+01 
       4.761334307032e-01       2.001525294812e+01 
       4.817675772629e-01       1.954260007527e+01 
       4.874754239302e-01       1.907240141471e+01 
       4.932583326751e-01       1.860612239179e+01 
       4.991177085474e-01       1.814596644085e+01 
       5.050550016280e-01       1.769431169079e+01 
       5.110717090915e-01       1.725380255250e+01 
       5.171693773858e-01       1.682683489447e+01 
       5.233496045382e-01       1.641413795898e+01 
       5.296140425967e-01       1.601423470864e+01 
       5.359644002153e-01       1.562468636981e+01 
       5.424024453948e-01       1.524354908418e+01 
       5.489300083895e-01       1.486934601104e+01 
       5.555489847921e-01       1.450058810517e+01 
       5.622613388112e-01       1.413660446193e+01 
       5.690691067536e-01       1.377845798462e+01 
       5.759744007296e-01       1.342790824394e+01 
       5.829794125966e-01       1.308582231483e+01 
       5.900864181604e-01       1.275236920405e+01 
       5.972977816540e-01       1.242784228341e+01 
       6.046159605169e-01       1.211190008366e+01 
       6.120435104986e-01       1.180302737362e+01 
       6.195830911125e-01       1.149995390053e+01 
       6.272374714700e-01       1.120262033261e+01 
       6.350095365264e-01       1.091099169840e+01 
       6.429022937736e-01       1.062484477102e+01 
       6.509188804177e-01       1.034484411290e+01 
       6.590625710844e-01       1.007176189056e+01 
       6.673367860990e-01       9.805148909512e+00 
       6.757451003909e-01       9.544580011060e+00 
       6.842912530819e-01       9.290069669817e+00 
       6.929791578186e-01       9.040871033359e+00 
       7.018129139205e-01       8.796443277690e+00 
       7.107968184185e-01       8.557283362837e+00 
       7.199353790728e-01       8.323282966866e+00 
       7.292333284610e-01       8.094272934818e+00 
       7.386956392462e-01       7.870726612617e+00 
       7.483275407403e-01       7.652168558867e+00 
       7.581345368956e-01       7.438218465018e+00 
       7.681224258715e-01       7.229072436211e+00 
       7.782973213408e-01       7.024178171605e+00 
       7.886656757211e-01       6.823679003810e+00 
       7.992343055379e-01       6.627710766817e+00 
       8.100104191535e-01       6.435843515833e+00 
       8.210016471248e-01       6.248391223524e+00 
       8.322160754854e-01       6.064873854307e+00 
       8.436622822901e-01       5.885299925776e+00 
       8.553493777980e-01       5.709641912551e+00 
       8.672870487287e-01       5.537629797038e+00 
       8.794856070782e-01       5.369517677681e+00 
       8.919560440529e-01       5.204867386634e+00 
       9.047100897573e-01       5.043930340216e+00 
       9.177602793592e-01       4.886269063501e+00 
       9.311200265643e-01       4.732125492923e+00 
       9.448037053502e-01       4.581145314806e+00 
       9.588267410536e-01       4.433536405438e+00 
       9.732057120658e-01       4.288949372209e+00 
       9.879584635853e-01       4.147556666991e+00 
       1.003104235097e+00       4.009053908375e+00 
       1.018663803508e+00       3.873553047655e+00 
       1.034659644180e+00       3.740884263513e+00 
       1.051116112430e+00       3.610968450021e+00 
       1.068059648533e+00       3.483838059047e+00 
       1.085519009674e+00       3.359279512328e+00 
       1.103525532937e+00       3.237320574049e+00 
       1.122113434006e+00       3.117916868770e+00 
       1.141320147063e+00       3.000922125277e+00 
       1.161186712200e+00       2.886317944425e+00 
       1.181758217703e+00       2.774086872851e+00 
       1.203084305656e+00       2.664142681098e+00 
       1.225219750619e+00       2.556410236080e+00 
       1.248225122457e+00       2.450841979425e+00 
       1.272167545910e+00       2.347396537099e+00 
       1.297121570873e+00       2.246025026762e+00 
       1.323170168729e+00       2.146671761662e+00 
       1.350405870962e+00       2.049289755596e+00 
       1.378932066500e+00       1.953839854600e+00 
       1.408864473114e+00       1.860287837944e+00 
       1.440332794887e+00       1.768603962897e+00 
       1.473482570981e+00       1.678754307759e+00 
       1.508477208804e+00       1.590724450466e+00 
       1.545500174671e+00       1.504528501152e+00 
       1.584757283820e+00       1.420125204700e+00 
       1.626478985044e+00       1.337552613096e+00 
       1.670922469119e+00       1.256817511166e+00 
       1.718373341237e+00       1.177993306304e+00 
       1.769146486669e+00       1.101135030843e+00 
       1.823585634966e+00       1.026322350848e+00 
       1.882061016189e+00       9.536650441077e-01 
       1.944964451729e+00       8.833116210273e-01 
       2.012701309284e+00       8.154245435394e-01 
       2.085679072733e+00       7.501832308796e-01 
       2.164292910656e+00       6.877809428713e-01 
       2.248909558865e+00       6.284261199543e-01 
       2.339851868790e+00       5.723037091436e-01 
       2.437387107706e+00       5.195789633710e-01 
       2.541722026674e+00       4.703652621418e-01 
       2.653006540240e+00       4.247230269617e-01 
       2.771345811192e+00       3.826493308704e-01 
       2.896818376356e+00       3.440814083874e-01 
       3.029496605655e+00       3.088949444475e-01 
       3.169465753203e+00       2.769233732867e-01 
       3.316838942240e+00       2.479711622921e-01 
       3.471766970449e+00       2.218198955888e-01 
       3.634443173879e+00       1.982492789083e-01 
       3.805104403104e+00       1.770377304430e-01 
       3.984029433293e+00       1.579723554892e-01 
       4.171536022243e+00       1.408540040522e-01 
       4.367977546024e+00       1.254960794193e-01 
       4.573739825701e+00       1.117265803677e-01 
       4.789238487465e+00       9.939016677380e-02 
       5.014916998530e+00       8.834416700374e-02 
       5.251245390555e+00       7.845976441896e-02 
       5.498719607936e+00       6.962063328308e-02 
       5.757861384481e+00       6.172170552366e-02 
       6.029218544837e+00       5.466949901527e-02 
       6.313365635473e+00       4.836305059310e-02 
       6.610904806061e+00       4.272188025190e-02 
       6.922466880298e+00       3.769336343998e-02 
       7.248712572246e+00       3.322670077093e-02 
       7.590333818664e+00       2.927124928732e-02 
       7.948055208895e+00       2.577381553319e-02 
       8.322635501907e+00       2.268032135388e-02 
       8.714869225646e+00       1.994069873890e-02 
       9.125588357423e+00       1.751506552254e-02 
       9.555664086357e+00       1.537364678222e-02 
       1.000600866025e+01       1.348899972719e-02 
       1.047757732014e+01       1.183142956506e-02 
       1.097137032631e+01       1.036861607870e-02 
       1.148843507991e+01       9.068857696371e-03 
       1.202986834461e+01       7.917635052390e-03 
       1.259681857293e+01       6.909259519479e-03 
       1.319048834233e+01       6.036856007647e-03 
       1.381213690599e+01       5.283987098701e-03 
       1.446308286385e+01       4.626093810184e-03 
       1.514470695956e+01       4.044962979112e-03 
       1.585845500922e+01       3.535272199898e-03 
       1.660584096814e+01       3.094279842360e-03 
       1.738845014213e+01       2.711656116118e-03 
       1.820794255018e+01       2.377313426425e-03 
       1.906605644557e+01       2.087040671228e-03 
       1.996461200290e+01       1.834485906075e-03 
       2.090551517900e+01       1.611903632119e-03 
       2.189076175564e+01       1.418989900180e-03 
       2.292244157292e+01       1.252238165089e-03 
       2.400274296203e+01       1.104974228394e-03 
       2.513395738707e+01       9.753209741250e-04 
       2.631848430549e+01       8.618661039469e-04 
       2.755883625771e+01       7.617295632181e-04 
       2.885764419651e+01       6.739931702318e-04 
       3.021766306766e+01       5.964517890476e-04 
       3.164177765353e+01       5.275508572867e-04 
       3.313300869209e+01       4.665643422975e-04 
       3.469451928431e+01       4.127577257597e-04 
       3.632962160350e+01       3.647701341943e-04 
       3.804178392091e+01       3.222803804186e-04 
       3.983463796237e+01       2.846210732001e-04 
       4.171198661167e+01       2.511913052954e-04 
       4.367781197700e+01       2.215090538733e-04 
       4.573628383751e+01       1.953738634460e-04 
       4.789176848802e+01       1.721778471897e-04 
       5.014883800045e+01       1.516095137760e-04 
       5.251227992185e+01       1.336920157089e-04 
       5.498710742941e+01       1.177724839293e-04 
       5.757856996408e+01       1.037497112284e-04 
       6.029216436533e+01       9.139961948418e-05 
       6.313364653071e+01       8.051219558394e-05 
       6.610904362487e+01       7.092869459582e-05 
       6.922466686394e+01       6.247570289341e-05 
       7.248712490254e+01       5.512596977892e-05 
       7.590333785159e+01       4.858433529601e-05 
       7.948055195675e+01       4.275704240112e-05 
       8.322635496875e+01       3.756850604964e-05 
       8.714869223800e+01       3.317312675884e-05 
       9.125588356771e+01       2.915579852204e-05 
       9.555664086136e+01       2.560613523255e-05 
       1.000600866018e+02       2.252044612276e-05 
       1.047757732012e+02       1.981032019374e-05 
       1.097137032630e+02       1.749515288227e-05 
       1.148843507991e+02       1.531630082288e-05 
       1.202986834461e+02       1.346371587532e-05 
       1.259681857293e+02       1.184037512433e-05 
       1.319048834233e+02       1.039743019326e-05 
       1.381213690599e+02       9.139518772403e-06 
       1.446308286385e+02       8.051879434477e-06 
       1.514470695956e+02       7.041529289917e-06 
       1.585845500922e+02       6.168966470684e-06 
       1.660584096814e+02       5.422699337553e-06 
       1.738845014213e+02       4.756828024332e-06 
       1.820794255018e+02       4.169849634549e-06 
       1.906605644557e+02       3.667055554267e-06 
       1.996461200290e+02       3.203873011881e-06 
       2.090551517900e+02       2.804123849739e-06 
       2.189076175564e+02       2.454795445350e-06 
