# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=2
# for k=1.03944e-05 to 328.769 h/Mpc,
# number of wavenumbers equal to 605
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
# t_i   stands for theta_i(k,z) with above normalization 
# t_tot stands for (sum_i [rho_i+p_i] theta_i)/(sum_i [rho_i+p_i]))(k,z)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ur                   6:d_m                    7:d_tot                  8:phi                    9:psi                   10:h                     11:h_prime               12:eta                   13:eta_prime             14:H_T_Nb_prime          15:k2gamma_Nb            16:t_g                   17:t_b                   18:t_ur                  19:t_tot              
       4.751152418469e-05      -1.147283567779e-02      -8.640433605785e-03      -8.640437550598e-03      -1.147168842367e-02      -8.640570850169e-03      -8.642930124514e-03       5.917383608767e-01       5.911998765526e-01       1.728087510120e-02       3.762034675480e-06       9.999713891225e-01      -1.295615205614e-09       4.082789887804e-09      -3.647330852116e-13      -1.579230757452e-08      -1.304886378864e-12      -1.622564913921e-08      -1.894523845480e-11 
       4.975067333520e-05      -1.257464583846e-02      -9.474025393047e-03      -9.474030135117e-03      -1.257326694988e-02      -9.474176203282e-03      -9.476758635665e-03       5.917365072538e-01       5.911983384523e-01       1.894806027023e-02       4.124977397850e-06       9.999686305825e-01      -1.420201625010e-09       4.474518183306e-09      -3.997899636326e-13      -1.898102836977e-08      -1.568536800952e-12      -1.950179871837e-08      -2.277058033419e-11 
       5.209535033404e-05      -1.378173404558e-02      -1.038803629088e-02      -1.038804199128e-02      -1.378007679564e-02      -1.038820204309e-02      -1.039102826167e-02       5.917344783624e-01       5.911966554520e-01       2.077608398255e-02       4.522933798834e-06       9.999656062716e-01      -1.556712693037e-09       4.903601220963e-09      -4.382024765864e-13      -2.281295856503e-08      -1.885444983290e-12      -2.343877840959e-08      -2.736755171325e-11 
       5.455052855549e-05      -1.510405094334e-02      -1.139022388396e-02      -1.139023073619e-02      -1.510205922080e-02      -1.139040609423e-02      -1.139349854189e-02       5.917322450920e-01       5.911948010564e-01       2.278046147239e-02       4.959281600117e-06       9.999622906053e-01      -1.706317883581e-09       5.373555724855e-09      -4.802888899352e-13      -2.741766288139e-08      -2.266281762743e-12      -2.816967177779e-08      -3.289156194653e-11 
       5.712141576172e-05      -1.655246658953e-02      -1.248909459370e-02      -1.248910283047e-02      -1.655007294518e-02      -1.248929495036e-02      -1.249267800755e-02       5.917298069515e-01       5.911927783232e-01       2.497820566095e-02       5.437723941112e-06       9.999586555801e-01      -1.870220217088e-09       5.888217293677e-09      -5.263973795955e-13      -3.295067846002e-08      -2.724070422987e-12      -3.385429989518e-08      -3.952923574244e-11 
       5.981346514918e-05      -1.813884906664e-02      -1.369397464123e-02      -1.369398454208e-02      -1.813597252427e-02      -1.369419500383e-02      -1.369789515219e-02       5.917271282333e-01       5.911905546414e-01       2.738796908416e-02       5.962321539212e-06       9.999546704747e-01      -2.049798537404e-09       6.451773528726e-09      -5.769080748425e-13      -3.959884315611e-08      -3.274176547544e-12      -4.068456446214e-08      -4.750467149841e-11 
       6.263238691556e-05      -1.987615231913e-02      -1.501509018157e-02      -1.501510208222e-02      -1.987269564812e-02      -1.501533261407e-02      -1.501937857378e-02       5.917241913676e-01       5.911881163028e-01       3.003020416443e-02       6.537526483684e-06       9.999503016508e-01      -2.246527259049e-09       7.068788584707e-09      -6.322364241128e-13      -4.758643895980e-08      -3.935231344466e-12      -4.889086834900e-08      -5.708692861501e-11 
       6.558416037185e-05      -2.177850853110e-02      -1.646365359786e-02      -1.646366790239e-02      -2.177435482109e-02      -1.646392040070e-02      -1.646834327650e-02       5.917209730931e-01       5.911854444312e-01       3.292733580478e-02       7.168220265803e-06       9.999455122356e-01      -2.462027423923e-09       7.744235132930e-09      -6.928361940790e-13      -5.718266531106e-08      -4.729753266460e-12      -5.874979474100e-08      -6.859899385467e-11 
       6.867504662531e-05      -2.386132705409e-02      -1.805195858290e-02      -1.805197577638e-02      -2.385633603947e-02      -1.805225230253e-02      -1.805708575592e-02       5.917174453029e-01       5.911825152205e-01       3.610395155276e-02       7.859755178191e-06       9.999402618383e-01      -2.698068680988e-09       8.483531597154e-09      -7.592024320628e-13      -6.871072882260e-08      -5.684472314081e-12      -7.059331729071e-08      -8.242855692619e-11 
       7.191160186009e-05      -2.614140112046e-02      -1.979348460174e-02      -1.979350526695e-02      -2.613540436395e-02      -1.979380807258e-02      -1.979908846660e-02       5.917135819361e-01       5.911793075964e-01       3.958701053390e-02       8.617999560218e-06       9.999345061956e-01      -2.956582969929e-09       9.292573509482e-09      -8.318754088577e-13      -8.255845837907e-08      -6.831692255742e-12      -8.481983513429e-08      -9.904088280841e-11 
