# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=99
# for k=1.05618e-05 to 220.714 h/Mpc,
# number of wavenumbers equal to 596
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
# t_i   stands for theta_i(k,z) with above normalization 
# t_tot stands for (sum_i [rho_i+p_i] theta_i)/(sum_i [rho_i+p_i]))(k,z)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ur                   6:d_ncdm[0]              7:d_ncdm[1]              8:d_ncdm[2]              9:d_m                   10:d_tot                 11:phi                   12:psi                   13:h                     14:h_prime               15:eta                   16:eta_prime             17:H_T_Nb_prime          18:k2gamma_Nb            19:t_g                   20:t_b                   21:t_ur                  22:t_ncdm[0]             23:t_ncdm[1]             24:t_ncdm[2]             25:t_tot              
       1.041499662143e+00      -3.527722997168e-03      -4.205715729831e+02      -5.904450740907e+02      -3.521790119529e-03      -1.763770678609e-02      -1.763770678610e-02      -1.763770678609e-02      -5.526415711337e+02      -5.434715973484e+02       2.744149401657e-03       2.744149346206e-03       1.180890148181e+03       1.426735141380e+00       4.607848452700e-03      -1.799207376846e-07       2.347730246225e-07      -2.743142398939e-10      -7.133675804587e-01      -2.827246516099e-02      -7.133675706899e-01      -7.135302860785e-01      -7.135302860785e-01      -7.135302860785e-01      -3.534641527694e-02 
       1.058807128636e+00      -3.433889242340e-03      -4.231065562885e+02      -5.939989207842e+02      -3.428114173368e-03      -1.880870167805e-02      -1.880870167802e-02      -1.880870167803e-02      -5.559684519549e+02      -5.467432784713e+02       2.671153844368e-03       2.671153928722e-03       1.187997841568e+03       1.435323034044e+00       4.485276489338e-03      -1.750950413796e-07       2.138644840248e-07      -3.194036315227e-10      -7.176615265310e-01      -2.844116287712e-02      -7.176615170220e-01      -7.174827753667e-01      -7.174827753667e-01      -7.174827753667e-01      -3.555141162699e-02 
       1.076675433082e+00      -3.340923641673e-03      -4.256595598083e+02      -5.975875192367e+02      -3.335304921406e-03      -2.056656976850e-02      -2.056656976845e-02      -2.056656976858e-02      -5.593268307050e+02      -5.500459348508e+02       2.598833802978e-03       2.598833852120e-03       1.195175038473e+03       1.443992214995e+00       4.363838876439e-03      -1.703597759051e-07       2.413218635426e-07      -3.363029386455e-10      -7.219961167493e-01      -2.861145668743e-02      -7.219961074977e-01      -7.218726246063e-01      -7.218726246063e-01      -7.218726246063e-01      -3.576718156509e-02 
       1.095140814745e+00      -3.249079554321e-03      -4.282818960875e+02      -6.012632598805e+02      -3.243615294276e-03      -1.781905478713e-02      -1.781905478785e-02      -1.781905478806e-02      -5.627678057600e+02      -5.534298169724e+02       2.527387158275e-03       2.527387128466e-03       1.202526519761e+03       1.452874839693e+00       4.243868143987e-03      -1.656617890976e-07       2.274823514861e-07      -2.777084332802e-10      -7.264374288439e-01      -2.878598134217e-02      -7.264374198466e-01      -7.261556358254e-01      -7.261556358253e-01      -7.261556358253e-01      -3.598373384709e-02 
       1.114243013653e+00      -3.158193036405e-03      -4.309549827159e+02      -6.050087403824e+02      -3.152881628255e-03      -1.863755268193e-02      -1.863755268192e-02      -1.863755268194e-02      -5.662742908491e+02      -5.568781220387e+02       2.456684930087e-03       2.456685072405e-03       1.210017480765e+03       1.461926396659e+00       4.125147246855e-03      -1.610719110251e-07       1.900298643351e-07      -3.247275662458e-10      -7.309632070750e-01      -2.896383331557e-02      -7.309631983293e-01      -7.312010980688e-01      -7.312010980688e-01      -7.312010980688e-01      -3.621863178566e-02 
       1.134025700935e+00      -3.068022377419e-03      -4.336435612012e+02      -6.087898713211e+02      -3.062862616679e-03      -1.867198427152e-02      -1.867198427149e-02      -1.867198427150e-02      -5.698126004494e+02      -5.603577235573e+02       2.386539941275e-03       2.386539959305e-03       1.217579742642e+03       1.471060153553e+00       4.007362158723e-03      -1.565110437111e-07       2.294274219607e-07      -3.055473483743e-10      -7.355300852725e-01      -2.914329845122e-02      -7.355300767765e-01      -7.361488370278e-01      -7.361488370278e-01      -7.361488370278e-01      -3.645319919773e-02 
       1.154536970844e+00      -2.979013516760e-03      -4.364415452034e+02      -6.127021959378e+02      -2.974003448432e-03      -1.635657794512e-02      -1.635657794503e-02      -1.635657794519e-02      -5.734761201583e+02      -5.639604577311e+02       2.317299135038e-03       2.317299062189e-03       1.225404391876e+03       1.480517226929e+00       3.891095470117e-03      -1.518929096139e-07       2.292395123431e-07      -2.513233461591e-10      -7.402586217140e-01      -2.932910508118e-02      -7.402586134646e-01      -7.400354891423e-01      -7.400354891423e-01      -7.400354891423e-01      -3.666898631026e-02 
       1.175829903951e+00      -2.890597216691e-03      -4.392502270094e+02      -6.166483329394e+02      -2.885735844931e-03      -1.523878600548e-02      -1.523878600556e-02      -1.523878600559e-02      -5.771692451437e+02      -5.675923058431e+02       2.248519334941e-03       2.248519340162e-03       1.233296665879e+03       1.490050683197e+00       3.775602896039e-03      -1.473661579476e-07       1.926086546869e-07      -2.512935630321e-10      -7.450253496030e-01      -2.951644501187e-02      -7.450253415983e-01      -7.446351662709e-01      -7.446351662708e-01      -7.446351662708e-01      -3.690104657008e-02 
       1.197963212297e+00      -2.803128019672e-03      -4.421507117896e+02      -6.207111703510e+02      -2.798413751704e-03      -1.415224982732e-02      -1.415224982728e-02      -1.415224982732e-02      -5.809729387131e+02      -5.713328878085e+02       2.180476372699e-03       2.180476411497e-03       1.241422340702e+03       1.499869555742e+00       3.661347613897e-03      -1.429201221599e-07       1.607011962889e-07      -2.329443520884e-10      -7.499347856335e-01      -2.970938367532e-02      -7.499347778711e-01      -7.496904568393e-01      -7.496904568393e-01      -7.496904568393e-01      -3.714736013967e-02 
       1.221001978708e+00      -2.716289772601e-03      -4.450895185765e+02      -6.248388607970e+02      -2.711721548158e-03      -1.457415900841e-02      -1.457415900839e-02      -1.457415900838e-02      -5.848361477498e+02      -5.751319977421e+02       2.112924186856e-03       2.112924214686e-03       1.249677721594e+03       1.509841993042e+00       3.547916407074e-03      -1.384777138601e-07       1.746055314957e-07      -2.442689786625e-10      -7.549210040431e-01      -2.990536597439e-02      -7.549209965211e-01      -7.544809095488e-01      -7.544809095488e-01      -7.544809095488e-01      -3.739007475132e-02 
       1.245018503825e+00      -2.630316516646e-03      -4.481297988884e+02      -6.290966246907e+02      -2.625892880819e-03      -1.467496755312e-02      -1.467496755310e-02      -1.467496755312e-02      -5.888224573575e+02      -5.790521656029e+02       2.046045056070e-03       2.046045115074e-03       1.258193249381e+03       1.520132221268e+00       3.435615420723e-03      -1.340998070543e-07       1.703003695539e-07      -2.604773285871e-10      -7.600661179181e-01      -3.010759525063e-02      -7.600661106342e-01      -7.597144519393e-01      -7.597144519393e-01      -7.597144519393e-01      -3.764656831967e-02 
       1.270093275664e+00      -2.544954197646e-03      -4.512292118353e+02      -6.334438081412e+02      -2.540674122079e-03      -1.258184890008e-02      -1.258184890009e-02      -1.258184890009e-02      -5.928917143934e+02      -5.830539045646e+02       1.979641661814e-03       1.979641629563e-03       1.266887616282e+03       1.530636689322e+00       3.324113425339e-03      -1.297438544316e-07       1.676874424468e-07      -1.934747092036e-10      -7.653183517085e-01      -3.031406181024e-02      -7.653183446609e-01      -7.649413780146e-01      -7.649413780146e-01      -7.649413780146e-01      -3.790586329817e-02 
       1.296316077311e+00      -2.460145305378e-03      -4.543857931585e+02      -6.378804899777e+02      -2.456007859886e-03      -1.168901017349e-02      -1.168901017359e-02      -1.168901017378e-02      -5.970437470393e+02      -5.871370455544e+02       1.913668785167e-03       1.913668831927e-03       1.275760979955e+03       1.541354779386e+00       3.213334335380e-03      -1.254932380991e-07       1.259939637026e-07      -1.976334184522e-10      -7.706773965056e-01      -3.052473904477e-02      -7.706773896929e-01      -7.713218996284e-01      -7.713218996283e-01      -7.713218996285e-01      -3.819332885241e-02 
       1.323787248471e+00      -2.376045848983e-03      -4.576515277512e+02      -6.424613262114e+02      -2.372049841204e-03      -1.228344060599e-02      -1.228344060600e-02      -1.228344060678e-02      -6.013317332953e+02      -5.913538844501e+02       1.848247671018e-03       1.848247632924e-03       1.284922652423e+03       1.552423741325e+00       3.103481706153e-03      -1.211404522716e-07       1.722729050571e-07      -1.923444870879e-10      -7.762118772423e-01      -3.074231844554e-02      -7.762118706625e-01      -7.759419466676e-01      -7.759419466676e-01      -7.759419466674e-01      -3.844757185687e-02 
       1.352619115275e+00      -2.292555945082e-03      -4.610180726792e+02      -6.471806699228e+02      -2.288700350241e-03      -1.372949280012e-02      -1.372949280012e-02      -1.372949280010e-02      -6.057497073890e+02      -5.956985542312e+02       1.783300784638e-03       1.783300795549e-03       1.294361339846e+03       1.563828215213e+00       2.994425395348e-03      -1.168767138864e-07       1.660790811718e-07      -2.235450546270e-10      -7.819141139550e-01      -3.096651511522e-02      -7.819141076064e-01      -7.815550908493e-01      -7.815550908493e-01      -7.815550908493e-01      -3.872784437046e-02 
       1.382937599294e+00      -2.209599052326e-03      -4.644811108537e+02      -6.520370848554e+02      -2.205882972232e-03      -1.045237641931e-02      -1.045237641935e-02      -1.045237641910e-02      -6.102957079622e+02      -6.001691261405e+02       1.718769244275e-03       1.718769230827e-03       1.304074169711e+03       1.575563421588e+00       2.886066743888e-03      -1.126424545184e-07       1.385838327705e-07      -1.667312449861e-10      -7.877817169129e-01      -3.119722510932e-02      -7.877817107940e-01      -7.873576460926e-01      -7.873576460927e-01      -7.873576460926e-01      -3.901684222178e-02 
       1.414884009678e+00      -2.127158988899e-03      -4.680501106258e+02      -6.570436929618e+02      -2.123581556564e-03      -1.295934764540e-02      -1.295934764542e-02      -1.295934764542e-02      -6.149822407352e+02      -6.047778984212e+02       1.654639246271e-03       1.654639272610e-03       1.314087385924e+03       1.587661117583e+00       2.778382182134e-03      -1.084497862695e-07       1.505168709944e-07      -2.178838144974e-10      -7.938305646820e-01      -3.143509925885e-02      -7.938305587914e-01      -7.935961740001e-01      -7.935961740001e-01      -7.935961740001e-01      -3.932028575294e-02 
       1.448617009968e+00      -2.045239137045e-03      -4.717418998111e+02      -6.622209633881e+02      -2.041799475826e-03      -1.034780704939e-02      -1.034780704938e-02      -1.034780704938e-02      -6.198285987680e+02      -6.095438439535e+02       1.590914614368e-03       1.590914584159e-03       1.324441926776e+03       1.600171648064e+00       2.671378514637e-03      -1.042886066072e-07       1.410221256572e-07      -1.532918660414e-10      -8.000858296956e-01      -3.168109969384e-02      -8.000858240318e-01      -8.001153237316e-01      -8.001153237317e-01      -8.001153237317e-01      -3.963575287573e-02 
       1.484314730877e+00      -1.963862475503e-03      -4.755786357977e+02      -6.675950866453e+02      -1.960559673091e-03      -1.112606104373e-02      -1.112606104371e-02      -1.112606104373e-02      -6.248600017623e+02      -6.144917640589e+02       1.527612311111e-03       1.527612288624e-03       1.335190173291e+03       1.613159691863e+00       2.565083931001e-03      -1.001389309419e-07       1.486181696237e-07      -1.694857077905e-10      -8.065798513698e-01      -3.193652094767e-02      -8.065798459314e-01      -8.066256460550e-01      -8.066256460550e-01      -8.066256460550e-01      -3.995752672147e-02 
       1.522176968872e+00      -1.882906375864e-03      -4.795350730462e+02      -6.731441688527e+02      -1.879739724467e-03      -1.014973842884e-02      -1.014973842883e-02      -1.014973842882e-02      -6.300543680557e+02      -6.195999434570e+02       1.464637503672e-03       1.464637473327e-03       1.346288337705e+03       1.626568509281e+00       2.459339371700e-03      -9.599047126359e-08       1.464877122869e-07      -1.569388190637e-10      -8.132842598550e-01      -3.220025095670e-02      -8.132842546407e-01      -8.129458411551e-01      -8.129458411550e-01      -8.129458411550e-01      -4.028110906594e-02 
       1.562427363744e+00      -1.802378738434e-03      -4.836209073933e+02      -6.788820126200e+02      -1.799347517783e-03      -1.004586045107e-02      -1.004586045120e-02      -1.004586045118e-02      -6.354246469983e+02      -6.248811165484e+02       1.401996076178e-03       1.401996067555e-03       1.357764025240e+03       1.640431396941e+00       2.354154632687e-03      -9.190383941749e-08       1.287061133354e-07      -1.566892668420e-10      -8.202157034617e-01      -3.247294413365e-02      -8.202156984704e-01      -8.203054583808e-01      -8.203054583808e-01      -8.203054583809e-01      -4.063324599399e-02 
       1.605315382556e+00      -1.722381400734e-03      -4.878764286565e+02      -6.848537052430e+02      -1.719484718969e-03      -9.691272767584e-03      -9.691272767550e-03      -9.691272767393e-03      -6.410142779557e+02      -6.303780020614e+02       1.339767320286e-03       1.339767337683e-03       1.369707410486e+03       1.654860533412e+00       2.249662881439e-03      -8.779980673517e-08       1.159535305029e-07      -1.687441383125e-10      -8.274302714756e-01      -3.275680022528e-02      -8.274302667059e-01      -8.269889671346e-01      -8.269889671345e-01      -8.269889671345e-01      -4.097895488526e-02 
       1.651117849518e+00      -1.643009096309e-03      -4.923384549283e+02      -6.911018643076e+02      -1.640245902099e-03      -8.484029274871e-03      -8.484029274876e-03      -8.484029274906e-03      -6.468641362587e+02      -6.361307969391e+02       1.278024967532e-03       1.278024990813e-03       1.382203728615e+03       1.669961473923e+00       2.145987937107e-03      -8.375082359651e-08       9.390858322762e-08      -1.502916857268e-10      -8.349807415113e-01      -3.305390141951e-02      -8.349807369613e-01      -8.345011310438e-01      -8.345011310437e-01      -8.345011310437e-01      -4.135177732120e-02 
       1.700139652859e+00      -1.564071695495e-03      -4.969213287286e+02      -6.975443170559e+02      -1.561441257648e-03      -7.973942527772e-03      -7.973942527791e-03      -7.973942527772e-03      -6.528931542761e+02      -6.420597787260e+02       1.216621057480e-03       1.216621047957e-03       1.395088634112e+03       1.685524885222e+00       2.042881331352e-03      -7.974883477765e-08       1.045895994265e-07      -1.223815076240e-10      -8.427624469421e-01      -3.336015240683e-02      -8.427624426108e-01      -8.427906480420e-01      -8.427906480420e-01      -8.427906480420e-01      -4.174818890695e-02 
       1.752713140873e+00      -1.485954056208e-03      -5.017591323333e+02      -7.043220349973e+02      -1.483454996555e-03      -9.379629057681e-03      -9.379629057689e-03      -9.379629057774e-03      -6.592384969936e+02      -6.482998365264e+02       1.155854798216e-03       1.155854798280e-03       1.408644069995e+03       1.701904763676e+00       1.940845427939e-03      -7.575415583557e-08       1.203227507680e-07      -1.550421500146e-10      -8.509523859529e-01      -3.368249199076e-02      -8.509523818379e-01      -8.507497177487e-01      -8.507497177487e-01      -8.507497177487e-01      -4.214827035614e-02 
       1.809195616241e+00      -1.408544851291e-03      -5.067680711978e+02      -7.113531404308e+02      -1.406175977795e-03      -8.197876477463e-03      -8.197876477523e-03      -8.197876477582e-03      -6.658195100259e+02      -6.547716541654e+02       1.095639967592e-03       1.095639967136e-03       1.422706280862e+03       1.718893141006e+00       1.839735567638e-03      -7.181119967113e-08       9.800109110337e-08      -1.251313116268e-10      -8.594465744038e-01      -3.401683125982e-02      -8.594465705031e-01      -8.593011853015e-01      -8.593011853015e-01      -8.593011853015e-01      -4.257035162520e-02 
       1.869964300367e+00      -1.332108601276e-03      -5.120069506786e+02      -7.187016564349e+02      -1.329868278011e-03      -8.444753853461e-03      -8.444753853433e-03      -8.444753853463e-03      -6.726982330428e+02      -6.615362419181e+02       1.036182031084e-03       1.036182037710e-03       1.437403312870e+03       1.736649970678e+00       1.739896662340e-03      -6.792169784020e-08       9.968912898981e-08      -1.385403324931e-10      -8.683249890280e-01      -3.436635294858e-02      -8.683249853390e-01      -8.684327362350e-01      -8.684327362350e-01      -8.684327362350e-01      -4.301520817393e-02 
       1.935408244727e+00      -1.256869514578e-03      -5.175041406754e+02      -7.263998907365e+02      -1.254755727864e-03      -6.857432999702e-03      -6.857432999704e-03      -6.857432999701e-03      -6.799056683968e+02      -6.686240877290e+02       9.776555890216e-04       9.776556013882e-04       1.452799781473e+03       1.755255444567e+00       1.641621955190e-03      -6.407272891966e-08       7.804867101658e-08      -1.212714544904e-10      -8.776277257643e-01      -3.473263002887e-02      -8.776277222837e-01      -8.773831256232e-01      -8.773831256232e-01      -8.773831256232e-01      -4.346793654256e-02 
       2.005917006535e+00      -1.182838245188e-03      -5.231439751588e+02      -7.343311869930e+02      -1.180848964046e-03      -6.591266323267e-03      -6.591266323317e-03      -6.591266323347e-03      -6.873276640475e+02      -6.759229336250e+02       9.200687923497e-04       9.200687943285e-04       1.468662373986e+03       1.774414752889e+00       1.544925088810e-03      -6.030591720929e-08       8.106164107428e-08      -1.084271687719e-10      -8.872073797201e-01      -3.510991115163e-02      -8.872073764445e-01      -8.871926270915e-01      -8.871926270916e-01      -8.871926270917e-01      -4.394734214565e-02 
       2.081866549815e+00      -1.110566994071e-03      -5.290867899034e+02      -7.426591416007e+02      -1.108699258479e-03      -5.760849167303e-03      -5.760849167317e-03      -5.760849167321e-03      -6.951240648530e+02      -6.835899722240e+02       8.638512068731e-04       8.638512036702e-04       1.485318283201e+03       1.794540585518e+00       1.450527377015e-03      -5.660821119519e-08       7.510484499269e-08      -9.038541184798e-11      -8.972702958343e-01      -3.550627702757e-02      -8.972702927588e-01      -8.968182647608e-01      -8.968182647608e-01      -8.968182647608e-01      -4.443595118749e-02 
       2.163603751007e+00      -1.040190771436e-03      -5.352398128369e+02      -7.512874690887e+02      -1.038441394321e-03      -4.482697193089e-03      -4.482697193091e-03      -4.482697193110e-03      -7.032010198472e+02      -6.915329097430e+02       8.091078846240e-04       8.091078798681e-04       1.502574938177e+03       1.815390692834e+00       1.358605228003e-03      -5.303498768806e-08       5.839638391880e-08      -6.480473906346e-11      -9.076953492974e-01      -3.591700017784e-02      -9.076953464168e-01      -9.078419029889e-01      -9.078419029889e-01      -9.078419029889e-01      -4.496476659237e-02 
       2.251431870155e+00      -9.720168654908e-04      -5.415912261777e+02      -7.602004607173e+02      -9.703821435299e-04      -6.394296930506e-03      -6.394296930509e-03      -6.394296930498e-03      -7.115438009826e+02      -6.997372625680e+02       7.560776699248e-04       7.560776681777e-04       1.520400921435e+03       1.836926866295e+00       1.269559637743e-03      -4.954654001317e-08       8.120825637997e-08      -1.007043159834e-10      -9.184634358396e-01      -3.634133831355e-02      -9.184634331477e-01      -9.180515247930e-01      -9.180515247929e-01      -9.180515247930e-01      -4.548612932003e-02 
       2.345599984142e+00      -9.063985827289e-04      -5.481661192579e+02      -7.694180062720e+02      -9.048742174859e-04      -5.284409882560e-03      -5.284409882571e-03      -5.284409882563e-03      -7.201725878267e+02      -7.082228753587e+02       7.050356484150e-04       7.050356490096e-04       1.538836012544e+03       1.859201503291e+00       1.183852599636e-03      -4.620691991397e-08       6.177272608927e-08      -8.101147793061e-11      -9.296007541554e-01      -3.678031794351e-02      -9.296007516453e-01      -9.294472899027e-01      -9.294472899027e-01      -9.294472899027e-01      -4.604306915605e-02 
       2.446299192268e+00      -8.435933535300e-04      -5.549392477725e+02      -7.789069971127e+02      -8.421746141077e-04      -4.617845370573e-03      -4.617845370568e-03      -4.617845370573e-03      -7.290562025723e+02      -7.169590876784e+02       6.561819099070e-04       6.561819205430e-04       1.557813994225e+03       1.882133958977e+00       1.101820044048e-03      -4.301578154291e-08       4.356381351171e-08      -8.487871399584e-11      -9.410669818248e-01      -3.723237922864e-02      -9.410669794886e-01      -9.413994669418e-01      -9.413994669418e-01      -9.413994669418e-01      -4.662171387924e-02 
       2.553667158520e+00      -7.836750801633e-04      -5.617512261959e+02      -7.884950424684e+02      -7.823571112952e-04      -3.466835001938e-03      -3.466835001935e-03      -3.466835001926e-03      -7.380276284149e+02      -7.257816539847e+02       6.095739854796e-04       6.095739829938e-04       1.576990084937e+03       1.905293153382e+00       1.023558588943e-03      -3.995450541611e-08       4.795996369060e-08      -5.448073500455e-11      -9.526465788614e-01      -3.768908845053e-02      -9.526465766912e-01      -9.527209142103e-01      -9.527209142103e-01      -9.527209142103e-01      -4.718915590830e-02 
       2.667800532065e+00      -7.270803842980e-04      -5.688235467675e+02      -7.984017317167e+02      -7.258575964978e-04      -2.859816244330e-03      -2.859816244373e-03      -2.859816244330e-03      -7.473024567872e+02      -7.349025884275e+02       5.655514051367e-04       5.655514031710e-04       1.596803463433e+03       1.929235543514e+00       9.496383225634e-04      -3.707423344220e-08       3.650483667677e-08      -4.061413847818e-11      -9.646177737707e-01      -3.816136846526e-02      -9.646177717572e-01      -9.650133794751e-01      -9.650133794751e-01      -9.650133794751e-01      -4.778887005874e-02 
       2.788772771882e+00      -6.737524661061e-04      -5.759998299141e+02      -8.084574083603e+02      -6.726193654534e-04      -3.476471036520e-03      -3.476471036507e-03      -3.476471036507e-03      -7.567164242584e+02      -7.441603531737e+02       5.240699826484e-04       5.240699771773e-04       1.616914816721e+03       1.953537073763e+00       8.799850488057e-04      -3.435795978234e-08       4.957445153577e-08      -4.468465809923e-11      -9.767685387471e-01      -3.864090401098e-02      -9.767685368813e-01      -9.773518702795e-01      -9.773518702795e-01      -9.773518702795e-01      -4.839477926784e-02 
       2.916653752601e+00      -6.236186796023e-04      -5.831355124599e+02      -8.185036282302e+02      -6.225698941961e-04      -3.753123082638e-03      -3.753123082635e-03      -3.753123082651e-03      -7.661163084934e+02      -7.534042682963e+02       4.850732656735e-04       4.850732656045e-04       1.637007256460e+03       1.977802309402e+00       8.145039942528e-04      -3.178734157875e-08       4.432114251842e-08      -5.684084350405e-11      -9.889011564280e-01      -3.911996321214e-02      -9.889011547010e-01      -9.885224853449e-01      -9.885224853449e-01      -9.885224853449e-01      -4.897466101383e-02 
       3.051527646917e+00      -5.768960849070e-04      -5.905087103252e+02      -8.288222935762e+02      -5.759258777245e-04      -2.794566652833e-03      -2.794566652844e-03      -2.794566652851e-03      -7.757778755735e+02      -7.629055240889e+02       4.487300498190e-04       4.487300508855e-04       1.657644587152e+03       2.002743133004e+00       7.534785764944e-04      -2.941107722965e-08       3.312803134686e-08      -4.738918678196e-11      -1.001371568099e+00      -3.961251754354e-02      -1.001371566502e+00      -1.001412514419e+00      -1.001412514419e+00      -1.001412514419e+00      -4.960130819343e-02 
       3.193506707210e+00      -5.332545309539e-04      -5.977979403430e+02      -8.390735007169e+02      -5.323577204365e-04      -3.429563544939e-03      -3.429563544947e-03      -3.429563544943e-03      -7.853707924669e+02      -7.723392687284e+02       4.147834900528e-04       4.147834921543e-04       1.678147001434e+03       2.027506708306e+00       6.964775046677e-04      -2.718382224291e-08       3.637343681754e-08      -5.659464181119e-11      -1.013753355630e+00      -4.010185962009e-02      -1.013753354153e+00      -1.013590101670e+00      -1.013590101669e+00      -1.013590101669e+00      -5.021021686755e-02 
       3.342740054858e+00      -4.927269660850e-04      -6.051978184311e+02      -8.494551046212e+02      -4.918983150648e-04      -2.926047771333e-03      -2.926047771407e-03      -2.926047771252e-03      -7.950884768661e+02      -7.818957105259e+02       3.832592350173e-04       3.832592367120e-04       1.698910209242e+03       2.052592447216e+00       6.435438530337e-04      -2.512252123099e-08       3.112459219007e-08      -4.853951126546e-11      -1.026296224972e+00      -4.059781359969e-02      -1.026296223608e+00      -1.026569548054e+00      -1.026569548054e+00      -1.026569548054e+00      -5.084094518774e-02 
       3.499417828837e+00      -4.551406216034e-04      -6.126781122931e+02      -8.599321751992e+02      -4.543751835336e-04      -2.079927288306e-03      -2.079927288302e-03      -2.079927288307e-03      -8.048974246448e+02      -7.915419013197e+02       3.540228684124e-04       3.540228670518e-04       1.719864350398e+03       2.077913825633e+00       5.944519087174e-04      -2.320455858367e-08       2.980933016723e-08      -3.079725824328e-11      -1.038956914077e+00      -4.109870581040e-02      -1.038956912817e+00      -1.039093677797e+00      -1.039093677797e+00      -1.039093677797e+00      -5.146500880292e-02 
       3.663771758611e+00      -4.202860417502e-04      -6.201573689235e+02      -8.704172324313e+02      -4.195792224201e-04      -2.333300003746e-03      -2.333300003746e-03      -2.333300003746e-03      -8.147128314941e+02      -8.011944439395e+02       3.269114359053e-04       3.269114373067e-04       1.740834464863e+03       2.103251861889e+00       5.489280390626e-04      -2.142468536149e-08       2.664281157453e-08      -4.287312956014e-11      -1.051625932109e+00      -4.160025694553e-02      -1.051625930945e+00      -1.051392573746e+00      -1.051392573746e+00      -1.051392573746e+00      -5.208494501564e-02 
       3.836073429602e+00      -3.880611500307e-04      -6.277626938304e+02      -8.810411969941e+02      -3.874085268310e-04      -2.329119231538e-03      -2.329119231512e-03      -2.329119231544e-03      -8.246624330301e+02      -8.109789544818e+02       3.018455414819e-04       3.018455447456e-04       1.762082393988e+03       2.128936359625e+00       5.068389283931e-04      -1.978387303047e-08       2.037946302980e-08      -4.830227106680e-11      -1.064468180887e+00      -4.210899109102e-02      -1.064468179812e+00      -1.064547605121e+00      -1.064547605121e+00      -1.064547605121e+00      -5.272735622375e-02 
       4.016631376685e+00      -3.582670079164e-04      -6.354530894496e+02      -8.917605240781e+02      -3.576644928268e-04      -2.633848303244e-03      -2.633848303230e-03      -2.633848303239e-03      -8.347039424741e+02      -8.208538478836e+02       2.786704305947e-04       2.786704317913e-04       1.783521048156e+03       2.154858137788e+00       4.679247187304e-04      -1.826452297286e-08       3.058391635888e-08      -4.811229906219e-11      -1.077429069886e+00      -4.262279538034e-02      -1.077429068894e+00      -1.077417726119e+00      -1.077417726119e+00      -1.077417726119e+00      -5.336777752164e-02 
       4.205787859204e+00      -3.305151524463e-04      -6.426851683964e+02      -9.020040520078e+02      -3.299593107094e-04      -2.216895535713e-03      -2.216895535706e-03      -2.216895535709e-03      -8.442816774112e+02      -8.302726620285e+02       2.570839800763e-04       2.570839807681e-04       1.804008104016e+03       2.179582842208e+00       4.316781162765e-04      -1.684908798659e-08       2.470671847065e-08      -3.767511479857e-11      -1.089791422020e+00      -4.311352988431e-02      -1.089791421104e+00      -1.089650749642e+00      -1.089650749642e+00      -1.089650749642e+00      -5.397775817439e-02 
       4.403915870707e+00      -3.049660184767e-04      -6.501913233352e+02      -9.125390703511e+02      -3.044531455542e-04      -1.428844106939e-03      -1.428844106942e-03      -1.428844106961e-03      -8.541424858652e+02      -8.399698526525e+02       2.372109172224e-04       2.372109159788e-04       1.825078140702e+03       2.205038332625e+00       3.983085344260e-04      -1.554485170305e-08       2.537791719202e-08      -2.182309196989e-11      -1.102519167157e+00      -4.361911709211e-02      -1.102519166313e+00      -1.102096280519e+00      -1.102096280519e+00      -1.102096280519e+00      -5.460226908300e-02 
       4.611416684502e+00      -2.813069093888e-04      -6.575665286307e+02      -9.229400232985e+02      -2.808338266814e-04      -1.996231229482e-03      -1.996231229506e-03      -1.996231229470e-03      -8.638723680711e+02      -8.495382894143e+02       2.188080143358e-04       2.188080141085e-04       1.845880046597e+03       2.230155848934e+00       3.674075605322e-04      -1.434166870802e-08       2.616505409056e-08      -3.154026337124e-11      -1.115077925246e+00      -4.411860232810e-02      -1.115077924467e+00      -1.115120205834e+00      -1.115120205834e+00      -1.115120205834e+00      -5.523487055545e-02 
       4.828718053069e+00      -2.594987528273e-04      -6.651069521059e+02      -9.335179337601e+02      -2.590623473714e-04      -1.398496034727e-03      -1.398496034739e-03      -1.398496034726e-03      -8.737738998172e+02      -8.592755275119e+02       2.018448843711e-04       2.018448848405e-04       1.867035867520e+03       2.255716578202e+00       3.389241722499e-04      -1.323034486893e-08       1.719173608002e-08      -2.715489427503e-11      -1.127858289820e+00      -4.462740183915e-02      -1.127858289101e+00      -1.127984840714e+00      -1.127984840714e+00      -1.127984840714e+00      -5.587019838858e-02 
